"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2005925079893660034","Tue Dec 30 08:53:01 +0000 2025","0","Tetapkan Banjir Aceh &amp; Sumatera sebagai Bencana Nasional Sekarang - Sign the Petition! https://t.co/idPslrVgZA lewat @ChangeOrg_ID","2005925079893660034","","","in","","0","0","0","https://x.com/undefined/status/2005925079893660034","593441525",
"2005760745804529815","Mon Dec 29 22:00:01 +0000 2025","0","Polri Buka Layanan Servis dan Cuci Motor Gratis bagi Korban Banjir di Sumatera https://t.co/SAQsmQrmA8","2005760745804529815","","","in","","0","1","0","https://x.com/undefined/status/2005760745804529815","132078023",
"2005889086481986035","Tue Dec 30 06:30:00 +0000 2025","0","Mendagri Tito Karnavian mengungkapkan ada 22 desa hilang akibat banjir dan tanah longsor yang melanda Aceh Sumatera Utara dan Sumatera Barat dengan dampak terparah terjadi di Aceh.⁣ &gt;&gt; https://t.co/sGTppeu371 https://t.co/8YOSunfXet","2005889086481986035","https://pbs.twimg.com/media/G9ZIJs4aYAE058C.jpg","","in","","0","0","0","https://x.com/undefined/status/2005889086481986035","69183155",
"2005838832508506347","Tue Dec 30 03:10:19 +0000 2025","0","BRI Gelar Program Trauma Healing Anak di Wilayah Terdampak Banjir Bandang Sumatera https://t.co/9pFLN1sn9w","2005838832508506347","","","in","","0","0","0","https://x.com/undefined/status/2005838832508506347","1442722911475814408",
"2005659011681788083","Mon Dec 29 15:15:46 +0000 2025","3","Yang mau totebag lucu nyimup sekalian donasi buat banjir sumatera guys https://t.co/SmJCqb2XeM","2005659011681788083","https://pbs.twimg.com/media/G9WIPSBa8AA1TJK.jpg","","in","","0","1","1","https://x.com/undefined/status/2005659011681788083","839775048386826241",
"2005107728012976351","Mon Dec 29 09:26:34 +0000 2025","8","@PngAdilnR4kyt Viral PBB Tetapkan Banjir Sumatera Bencana Internasional Begini Fakta https://t.co/RKZ5TgdDMk","2005571132561518943","","PngAdilnR4kyt","in","","1","0","1","https://x.com/undefined/status/2005571132561518943","576755999",
"2005831921167642796","Tue Dec 30 02:42:51 +0000 2025","0","Prabowo Minta Pengurusan Dokumen yang Rusak Akibat Banjir Sumatera Gratis https://t.co/mCITFO38ya","2005831921167642796","","","in","","0","0","0","https://x.com/undefined/status/2005831921167642796","509946051",
"2005580109340917956","Mon Dec 29 10:02:14 +0000 2025","2","WAW PBB Tetapkan Banjir Sumatera Bencana Internasional Selengkapnya: https://t.co/RKZ5TgdDMk","2005580109340917956","","","in","","1","0","0","https://x.com/undefined/status/2005580109340917956","576755999",
"2006148048674558196","Tue Dec 30 23:39:01 +0000 2025","0","Banjir Sumatera Berpotensi Terulang Lagi akibat Kelemahan Tata Kelola Klik untuk baca: https://t.co/K5q4GwuHrB","2006148048674558196","","","in","","0","0","0","https://x.com/undefined/status/2006148048674558196","110584284",
"2003777189326557187","Wed Dec 24 10:38:04 +0000 2025","489","Gampong Drien Tujoh Bandar Dua Ule Glee di Pidie Jaya Aceh kena Musibah Banjir Gelombang ke II Rabu 24 December 2025. Pidie Jaya adalah salah satu Daerah terparah terkena Banjir Aceh - Sumatera akibat Cyclone Senyar pada November 26 2025 https://t.co/zoe3J23M4P","2003777189326557187","https://pbs.twimg.com/ext_tw_video_thumb/2003777156279918593/pu/img/_hwgOir04k3bA89j.jpg","","in","","8","22","419","https://x.com/undefined/status/2003777189326557187","9688522",
"2004128927552622803","Thu Dec 25 09:55:45 +0000 2025","1223","This afternoon floodwaters mixed with wood and rocks surged into residential areas. The renewed flooding was caused by continuous heavy rain that had been falling since before noon. (December 25) Muaro Pisang Bridge area Maninjau West Sumatra Indonesia.🇮🇩 https://t.co/Vlx9d56abi","2004128927552622803","https://pbs.twimg.com/amplify_video_thumb/2004128274843418624/img/t7Ow61Yc9zBWcg3F.jpg","","en","","20","20","947","https://x.com/undefined/status/2004128927552622803","1786841191159681024",
